nct_id,pmid,pubmed_year,pubmed_journal,pubmed_title
NCT01360866,37656180,2023,The Journal of clinical psychiatry,Changes in Metabolic Parameters and Body Weight in Patients With Prediabetes Treated With Adjunctive Brexpiprazole for Major Depressive Disorder: Pooled Analysis of Short- and Long-Term Clinical Studies.
NCT01360866,31577867,2019,The Journal of clinical psychiatry,Changes in Metabolic Parameters and Body Weight in Patients With Major Depressive Disorder Treated With Adjunctive Brexpiprazole: Pooled Analysis of Phase 3 Clinical Studies.
NCT00245557,26891040,2016,International journal of geriatric psychiatry,Brain levels of high-energy phosphate metabolites and executive function in geriatric depression.
NCT03414931,35023557,2022,The international journal of neuropsychopharmacology,"Effects of Sodium Benzoate, a D-Amino Acid Oxidase Inhibitor, on Perceived Stress and Cognitive Function Among Patients With Late-Life Depression: A Randomized, Double-Blind, Sertraline- and Placebo-Controlled Trial."
NCT04094870,35803896,2022,Journal of the International AIDS Society,Interpersonal therapy versus antidepressant medication for treatment of postpartum depression and anxiety among women with HIV in Zambia: a randomized feasibility trial.
NCT01032434,23994660,2013,Progress in neuro-psychopharmacology & biological psychiatry,"Sertraline and rapid eye movement sleep without atonia: an 8-week, open-label study of depressed patients."
NCT00406952,22541039,2012,Biological psychiatry,Vocal acoustic biomarkers of depression severity and treatment response.
NCT00086138,20087081,2010,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,Sertraline for the treatment of depression in Alzheimer disease.
NCT00086138,20672243,2011,International journal of geriatric psychiatry,Do treatment effects vary among differing baseline depression criteria in depression in Alzheimer's disease study ± 2 (DIADS-2)?
NCT00086138,17068314,2006,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,Design of Depression in Alzheimer's Disease Study-2.
NCT01032018,23471421,2013,JAMA internal medicine,"Centralized, stepped, patient preference-based treatment for patients with post-acute coronary syndrome depression: CODIACS vanguard randomized controlled trial."
NCT00375843,11772700,2002,The American journal of psychiatry,Changes in brain function of depressed subjects during treatment with placebo.
NCT00375843,12062912,2002,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Early changes in prefrontal activity characterize clinical responders to antidepressants.
NCT02417064,38557430,2024,CNS spectrums,Effects of esketamine nasal spray on depressive symptom severity in adults with treatment-resistant depression and associations between the Montgomery-Åsberg Depression Rating Scale and the 9-item Patient Health Questionnaire.
NCT02417064,37019044,2023,Psychiatry research,Predictors of response and remission in patients with treatment-resistant depression: A post hoc pooled analysis of two acute trials of esketamine nasal spray.
NCT02417064,36273682,2023,Journal of affective disorders,Intranasal esketamine effectively treats treatment-resistant depression in adults regardless of baseline irritability.
NCT02417064,35022754,2022,The international journal of neuropsychopharmacology,Relationship Between Dissociation and Antidepressant Effects of Esketamine Nasal Spray in Patients With Treatment-Resistant Depression.
NCT02417064,34973081,2022,Archives of women's mental health,"Efficacy and safety of esketamine nasal spray by sex in patients with treatment-resistant depression: findings from short-term randomized, controlled trials."
NCT02417064,34510411,2021,The Cochrane database of systematic reviews,Ketamine and other glutamate receptor modulators for depression in adults with unipolar major depressive disorder.
NCT02417064,34288609,2021,The Journal of clinical psychiatry,Treatment Response With Esketamine Nasal Spray Plus an Oral Antidepressant in Patients With Treatment-Resistant Depression Without Evidence of Early Response: A Pooled Post Hoc Analysis of the TRANSFORM Studies.
NCT02417064,34235612,2021,CNS drugs,"Effect of Esketamine Nasal Spray on Olfactory Function and Nasal Tolerability in Patients with Treatment-Resistant Depression: Results from Four Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase III Studies."
NCT02417064,33128208,2021,Clinical pharmacokinetics,Population Pharmacokinetics of Esketamine Nasal Spray and its Metabolite Noresketamine in Healthy Subjects and Patients with Treatment-Resistant Depression.
NCT02417064,32860422,2021,Clinical pharmacology and therapeutics,Benefit-Risk Assessment of Esketamine Nasal Spray vs. Placebo in Treatment-Resistant Depression.
NCT02417064,32367114,2020,The international journal of neuropsychopharmacology,Effects of Mu-Opiate Receptor Gene Polymorphism rs1799971 (A118G) on the Antidepressant and Dissociation Responses in Esketamine Nasal Spray Clinical Trials.
NCT02417064,31290965,2019,The international journal of neuropsychopharmacology,"Efficacy and Safety of Fixed-Dose Esketamine Nasal Spray Combined With a New Oral Antidepressant in Treatment-Resistant Depression: Results of a Randomized, Double-Blind, Active-Controlled Study (TRANSFORM-1)."
NCT01569685,27825327,2016,BMC psychiatry,Treatment of trauma-affected refugees with venlafaxine versus sertraline combined with psychotherapy - a randomised study.
NCT01569685,23663588,2013,Trials,Treatment of traumatized refugees with sertraline versus venlafaxine in combination with psychotherapy - study protocol for a randomized clinical trial.
NCT00026637,33860531,2021,The Cochrane database of systematic reviews,Antidepressants for people with epilepsy and depression.
NCT01427608,37258617,2023,Molecular psychiatry,Effects of antipsychotic medication on functional connectivity in major depressive disorder with psychotic features.
NCT01427608,37149056,2023,Journal of affective disorders,The relationship of white matter microstructure with psychomotor disturbance and relapse in remitted psychotic depression.
NCT01427608,36535116,2023,Journal of psychiatric research,Predictors of relapse of psychotic depression: Findings from the STOP-PD II randomized clinical trial.
NCT01427608,32101271,2020,JAMA psychiatry,Effects of Antipsychotic Medication on Brain Structure in Patients With Major Depressive Disorder and Psychotic Features: Neuroimaging Findings in the Context of a Randomized Placebo-Controlled Clinical Trial.
NCT01427608,31429896,2019,JAMA,Effect of Continuing Olanzapine vs Placebo on Relapse Among Patients With Psychotic Depression in Remission: The STOP-PD II Randomized Clinical Trial.
NCT01427608,31207561,2019,Journal of affective disorders,Health-related quality of life in remitted psychotic depression
NCT01427608,23351522,2013,BMC psychiatry,"Sustaining remission of psychotic depression: rationale, design and methodology of STOP-PD II."
NCT00158990,17548749,2007,Archives of general psychiatry,"Combined treatment with sertraline and liothyronine in major depression: a randomized, double-blind, placebo-controlled trial."
NCT02418585,41245530,2025,EClinicalMedicine,Efficacy of intranasal esketamine versus rTMS for treatment-resistant depression: analysis of individual participant data from two clinical trials.
NCT02418585,38557430,2024,CNS spectrums,Effects of esketamine nasal spray on depressive symptom severity in adults with treatment-resistant depression and associations between the Montgomery-Åsberg Depression Rating Scale and the 9-item Patient Health Questionnaire.
NCT02418585,37158911,2023,Health and quality of life outcomes,Assessment of health-related quality of life and health status in patients with treatment-resistant depression treated with esketamine nasal spray plus an oral antidepressant.
NCT02418585,37019044,2023,Psychiatry research,Predictors of response and remission in patients with treatment-resistant depression: A post hoc pooled analysis of two acute trials of esketamine nasal spray.
NCT02418585,36273682,2023,Journal of affective disorders,Intranasal esketamine effectively treats treatment-resistant depression in adults regardless of baseline irritability.
NCT02418585,35441931,2022,CNS drugs,Evaluation of Individual Items of the Patient Health Questionnaire (PHQ-9) and Montgomery-Asberg Depression Rating Scale (MADRS) in Adults with Treatment-Resistant Depression Treated with Esketamine Nasal Spray Combined with a New Oral Antidepressant.
NCT02418585,35022754,2022,The international journal of neuropsychopharmacology,Relationship Between Dissociation and Antidepressant Effects of Esketamine Nasal Spray in Patients With Treatment-Resistant Depression.
NCT02418585,34973081,2022,Archives of women's mental health,"Efficacy and safety of esketamine nasal spray by sex in patients with treatment-resistant depression: findings from short-term randomized, controlled trials."
NCT02418585,34510411,2021,The Cochrane database of systematic reviews,Ketamine and other glutamate receptor modulators for depression in adults with unipolar major depressive disorder.
NCT02418585,34293233,2021,Depression and anxiety,The effect of esketamine in patients with treatment-resistant depression with and without comorbid anxiety symptoms or disorder.
NCT02418585,34288609,2021,The Journal of clinical psychiatry,Treatment Response With Esketamine Nasal Spray Plus an Oral Antidepressant in Patients With Treatment-Resistant Depression Without Evidence of Early Response: A Pooled Post Hoc Analysis of the TRANSFORM Studies.
NCT02418585,34235612,2021,CNS drugs,"Effect of Esketamine Nasal Spray on Olfactory Function and Nasal Tolerability in Patients with Treatment-Resistant Depression: Results from Four Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase III Studies."
NCT02418585,33128208,2021,Clinical pharmacokinetics,Population Pharmacokinetics of Esketamine Nasal Spray and its Metabolite Noresketamine in Healthy Subjects and Patients with Treatment-Resistant Depression.
NCT02418585,32860422,2021,Clinical pharmacology and therapeutics,Benefit-Risk Assessment of Esketamine Nasal Spray vs. Placebo in Treatment-Resistant Depression.
NCT02418585,32367114,2020,The international journal of neuropsychopharmacology,Effects of Mu-Opiate Receptor Gene Polymorphism rs1799971 (A118G) on the Antidepressant and Dissociation Responses in Esketamine Nasal Spray Clinical Trials.
NCT02418585,31109201,2019,The American journal of psychiatry,Efficacy and Safety of Flexibly Dosed Esketamine Nasal Spray Combined With a Newly Initiated Oral Antidepressant in Treatment-Resistant Depression: A Randomized Double-Blind Active-Controlled Study.
NCT01033084,20854930,2011,Contemporary clinical trials,"Sertraline vs. ELectrical Current Therapy for Treating Depression Clinical Trial--SELECT TDCS: design, rationale and objectives."
NCT01033084,23759172,2013,The international journal of neuropsychopharmacology,Heart rate variability is a trait marker of major depressive disorder: evidence from the sertraline vs. electric current therapy to treat depression clinical study.
NCT01033084,23389323,2013,JAMA psychiatry,"The sertraline vs. electrical current therapy for treating depression clinical study: results from a factorial, randomized, controlled trial."
NCT00612807,2378693,1990,Psychology and aging,Retrospective assessment of marital adjustment and depression during the first 2 years of spousal bereavement.
NCT00612807,1550090,1992,American journal of epidemiology,Social support and depressive symptoms in the elderly.
NCT00612807,8749590,1995,Psychology and aging,Depressive symptoms across older spouses and the moderating effect of marital closeness.
NCT00612807,10439302,1999,Harvard review of psychiatry,Pharmacological and psychological treatments for depressed older patients: a meta-analysis and overview of recent findings.
NCT00612807,6829547,1983,American journal of epidemiology,Prevalence of depression and its correlates in older adults.
NCT00612807,3942473,1986,Archives of general psychiatry,Cognitive therapy and pharmacotherapy for depression. Sustained improvement over one year.
NCT00612807,2647712,1989,The Journal of clinical psychiatry,Current status of antidepressants: clinical pharmacology and therapy.
NCT00612807,8034832,1994,Journal of consulting and clinical psychology,Efficacy of psychosocial treatments for geriatric depression: a quantitative review.
NCT00612807,9366657,1997,Archives of general psychiatry,Treatment of major depression with psychotherapy or psychotherapy-pharmacotherapy combinations.
NCT00612807,9892449,1999,JAMA,Nortriptyline and interpersonal psychotherapy as maintenance therapies for recurrent major depression: a randomized controlled trial in patients older than 59 years.
NCT00612807,7264067,1981,Journal of abnormal psychology,Social support and psychological distress: a longitudinal analysis.
NCT00612807,2590779,1989,The British journal of psychiatry : the journal of mental science,Social support and the outcome of major depression.
NCT00612807,8046584,1994,Journal of personality and social psychology,"The influence of age and gender on affect, physiology, and their interrelations: a study of long-term marriages."
NCT00612807,2647802,1989,Journal of consulting and clinical psychology,"Marital therapy and spouse involvement in the treatment of depression, agoraphobia, and alcoholism."
NCT00612807,1918559,1991,Journal of consulting and clinical psychology,Marital therapy as a treatment for depression.
NCT00612807,8326054,1993,Journal of consulting and clinical psychology,Couple therapy as a treatment for depression: II. The effects of relationship quality and therapy on depressive relapse.
NCT00612807,2301656,1990,The American journal of psychiatry,Marital therapy: a viable treatment for depression and marital discord.
NCT00612807,11026946,2000,The British journal of psychiatry : the journal of mental science,The London Depression Intervention Trial. Randomised controlled trial of antidepressants v. couple therapy in the treatment and maintenance of people with depression living with a partner: clinical outcome and costs.
NCT00612807,10780137,2000,Journal of consulting and clinical psychology,"Integrative behavioral couple therapy: an acceptance-based, promising new treatment for couple discord."
NCT00021528,14677083,2003,Pharmacopsychiatry,Algorithms for optimizing the treatment of depression: making the right decision at the right time.
NCT00021528,12778843,2003,The Psychiatric clinics of North America,Background and rationale for the sequenced treatment alternatives to relieve depression (STAR*D) study.
NCT00021528,12562566,2003,The American journal of psychiatry,"Depression, IV: STAR*D treatment trial for depression."
NCT00021528,11720698,2001,Biological psychiatry,Strengthening clinical effectiveness trials: equipoise-stratified randomization.
NCT00021528,15061154,2004,Controlled clinical trials,Sequenced treatment alternatives to relieve depression (STAR*D): rationale and design.
NCT00021528,15003429,2004,Journal of psychiatric research,Methods of testing feasibility for sequenced treatment alternatives to relieve depression (STAR*D).
NCT00021528,16279277,2004,"Clinical trials (London, England)",Web-based communications and management of a multi-center clinical trial: the Sequenced Treatment Alternatives to Relieve Depression (STAR*D) project.
NCT00021528,15458854,2004,Journal of psychiatric research,Suicide risk management for the sequenced treatment alternatives to relieve depression study: applied NIMH guidelines.
NCT00021528,15567207,2004,General hospital psychiatry,Clinical features of depressed outpatients with and without co-occurring general medical conditions in STAR*D.
NCT00021528,15697056,2004,Psychological medicine,Clinical correlates and symptom patterns of anxious depression among patients with major depressive disorder in STAR*D.
NCT00021528,15590040,2004,Psychiatry research,Factors that differentiate early vs. later onset of major depression disorder.
NCT00021528,15723023,2005,Comprehensive psychiatry,Substance use disorder comorbidity in major depressive disorder: an exploratory analysis of the Sequenced Treatment Alternatives to Relieve Depression cohort.
NCT00021528,15705000,2005,The Journal of clinical psychiatry,Prevalence and clinical correlates of irritability in major depressive disorder: a preliminary report from the Sequenced Treatment Alternatives to Relieve Depression study.
NCT00021528,15837455,2005,Contemporary clinical trials,Quality improvement methods as applied to a multicenter effectiveness trial--STAR*D.
NCT00021528,15763119,2005,General hospital psychiatry,A direct comparison of presenting characteristics of depressed outpatients from primary vs. specialty care settings: preliminary findings from the STAR*D clinical trial.
NCT00021528,15918345,2005,Psychological medicine,Self-reported premenstrual exacerbation of depressive symptoms in patients seeking treatment for major depression.
NCT00021528,15894381,2005,Journal of affective disorders,Comorbid psychiatric disorders in depressed outpatients: demographic and clinical features.
NCT00021528,15982748,2005,Journal of affective disorders,Gender differences in depression: findings from the STAR*D study.
NCT00021528,16088018,2005,"Psychiatric services (Washington, D.C.)",Characteristics of insured and noninsured outpatients with depression in STAR(*)D.
NCT00021528,16086615,2005,The Journal of clinical psychiatry,Clinical and demographic features of atypical depression in outpatients with major depressive disorder: preliminary findings from STAR*D.
NCT00021528,16223963,2005,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,Age-related characteristics of depression: a preliminary STAR*D report.
NCT00021528,16279871,2005,Acta psychiatrica Scandinavica,Factors associated with chronic depressive episodes: a preliminary report from the STAR-D project.
NCT00021528,16243357,2006,Journal of psychiatric research,Presenting characteristics of depressed outpatients as a function of recurrence: preliminary findings from the STAR*D clinical trial.
NCT00021528,16199008,2006,Biological psychiatry,An evaluation of the quick inventory of depressive symptomatology and the hamilton rating scale for depression: a sequenced treatment alternatives to relieve depression trial report.
NCT00021528,16867922,2006,The American journal on addictions,Substance use disorder comorbidity in major depressive disorder: a confirmatory analysis of the STAR*D cohort.
NCT00021528,16390886,2006,The American journal of psychiatry,Evaluation of outcomes with citalopram for depression using measurement-based care in STAR*D: implications for clinical practice.
NCT00021528,16426099,2006,The Journal of clinical psychiatry,Children of currently depressed mothers: a STAR*D ancillary study.
NCT00021528,16566612,2006,The Journal of clinical psychiatry,Factors associated with health-related quality of life among outpatients with major depressive disorder: a STAR*D report.
NCT00021528,16554525,2006,The New England journal of medicine,"Bupropion-SR, sertraline, or venlafaxine-XR after failure of SSRIs for depression."
NCT00021528,16551710,2006,JAMA,Remissions in maternal depression and child psychopathology: a STAR*D-child report.
NCT00021528,16554526,2006,The New England journal of medicine,Medication augmentation after the failure of SSRIs for depression.
NCT00021528,16816220,2006,The American journal of psychiatry,A comparison of mirtazapine and nortriptyline following two consecutive failed medication treatments for depressed outpatients: a STAR*D report.
NCT00021528,16946177,2006,The American journal of psychiatry,Tranylcypromine versus venlafaxine plus mirtazapine following three failed antidepressant medication trials for depression: a STAR*D report.
NCT00021528,16946176,2006,The American journal of psychiatry,A comparison of lithium and T(3) augmentation following two failed medication treatments for depression: a STAR*D report.
NCT00021528,17074942,2006,The American journal of psychiatry,Acute and longer-term outcomes in depressed outpatients requiring one or several treatment steps: a STAR*D report.
NCT00021528,16642436,2006,American journal of human genetics,Variation in the gene encoding the serotonin 2A receptor is associated with outcome of antidepressant treatment.
NCT00021528,16457894,2006,Psychiatry research,Enrolling research subjects from clinical practice: ethical and procedural issues in the Sequenced Treatment Alternatives to Relieve Depression (STAR*D) trial.
NCT00021528,16754414,2006,Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists,Clinical and demographic factors associated with DSM-IV melancholic depression.
NCT00021528,16566901,2006,Biological psychiatry,Prevention of missing data in clinical research studies.
NCT00021528,16636629,2006,Psychotherapy and psychosomatics,Current status of augmentation and combination treatments for major depressive disorder: a literature review and a proposal for a novel approach to improve practice.
NCT00021528,16690084,2007,Journal of psychiatric research,Family history of mood disorder and characteristics of major depressive disorder: a STAR*D (sequenced treatment alternatives to relieve depression) study.
NCT00021528,16824617,2007,Journal of affective disorders,Clinical differences among depressed patients with and without a history of suicide attempts: findings from the STAR*D trial.
NCT00021528,17195602,2006,Canadian journal of psychiatry. Revue canadienne de psychiatrie,What clinical and symptom features and comorbid disorders characterize outpatients with anxious major depressive disorder: a replication and extension.
NCT00021528,17091129,2007,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Methodological challenges in constructing effective treatment sequences for chronic psychiatric disorders.
NCT00021528,17302619,2007,Acta psychiatrica Scandinavica,Preadult onset vs. adult onset of major depressive disorder: a replication study.
NCT00021528,37967350,2023,The Journal of clinical psychiatry,Machine Learning Prediction of Quality of Life Improvement During Antidepressant Treatment of Patients With Major Depressive Disorder: A STAR*D and CAN-BIND-1 Report.
NCT00021528,37528149,2023,Scientific reports,Exome-wide association study of treatment-resistant depression suggests novel treatment targets.
NCT00021528,36584711,2023,Journal of affective disorders,Temporal multi-step predictive modeling of remission in major depressive disorder using early stage treatment data; STAR*D based machine learning approach.
NCT00021528,34855649,2022,International clinical psychopharmacology,Social withdrawal as a trans-diagnostic predictor of short-term remission: a meta-analysis of five clinical cohorts.
NCT00021528,34844152,2022,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,"A meta-analysis of polygenic risk scores for mood disorders, neuroticism, and schizophrenia in antidepressant response."
NCT00021528,33794315,2021,"Brain, behavior, and immunity",Polygenic risk for immuno-metabolic markers and specific depressive symptoms: A multi-sample network analysis study.
NCT00021528,32780949,2020,The Journal of clinical psychiatry,What to Expect When Switching to a Second Antidepressant Medication Following an Ineffective Initial SSRI: A Report From the Randomized Clinical STAR*D Study.
NCT00021528,31836507,2020,Progress in neuro-psychopharmacology & biological psychiatry,Social dysfunction in mood disorders and schizophrenia: Clinical modulators in four independent samples.
NCT00021528,31740109,2020,Journal of affective disorders,Impact of age at onset on the phenomenology of depression in treatment-seeking adults in the STAR*D trial.
NCT00021528,31499373,2020,Journal of affective disorders,Focusing on insomnia symptoms to better understand depression: A STAR*D report.
NCT00021528,31222720,2019,Biometrics,Model selection for G-estimation of dynamic treatment regimes.
NCT00021528,30824246,2019,Behavior therapy,A Propensity Score Analysis of Homework Adherence-Outcome Relations in Cognitive Behavioral Therapy for Depression.
NCT00021528,30468137,2019,The British journal of psychiatry : the journal of mental science,Genome-wide association study of treatment-resistance in depression and meta-analysis of three independent samples.
NCT00021528,30135031,2018,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Effect of cytochrome CYP2C19 metabolizing activity on antidepressant response and side effects: Meta-analysis of data from genome-wide association studies.
NCT00021528,29879133,2018,PloS one,Predictive modeling of treatment resistant depression using data from STAR*D and an independent clinical study.
NCT00021528,29160301,2018,The pharmacogenomics journal,New insights into the pharmacogenomics of antidepressant response from the GENDEP and STAR*D studies: rare variant analysis and high-density imputation.
